license_id,address
str-01880l,11129 pegasus ave 92126
str-01902l,4905 dixie dr 92109
str-02119l,2961 calle cumbre 92139
str-01409l,4151 mission blvd #205 92109
str-01681l,4730 noyes st #419 92109
str-03906l,3879 ocean front walk 92109
str-02461l,4825 w point loma blvd 92107
str-03708l,1412 oliver ave 92109
str-02234l,7351 prairie mound way 92139
str-05824l,2927 copley ave 92116
str-04975l,4682 mission blvd #b 92109
str-05987l,1260 parker pl #4 92109
str-00735l,8874 gramercy dr 92123
str-02754l,3755 ocean front walk #15 92109
str-00927l,728 salem court 92109
str-00196l,2026 broadway 92102
str-01558l,715 nantasket court 92109
str-01191l,4882 kesling court 92117
str-02936l,4767 ocean blvd #512 92109
str-04221l,318 w university ave 92103
str-03196l,5656 la jolla blvd blvd #3 92037
str-01932l,3838 bayside walk 92109
str-03889l,3763 ingraham st #308 92109
str-05193l,6092 avenida chamnez 92037
str-03854l,5060 saratoga ave san diego 92107
str-05960l,9495 maler rd 92129
str-03556l,3770 32nd st #2 92104
str-00587l,3631 ocean front walk #2 92109
str-00112l,3418 hawk st 92103
str-04061l,3235 strandway 92109
str-02129l,3404 russell st 92106
str-05133l,4214 cleveland ave 92103
str-02437l,4248 view pl 92115
str-02639l,571 20th st 92102
str-02576l,4667 ocean blvd #308 92109
str-02376l,1086 hayes ave 92103
str-05830l,718 coronado court 92109
str-00502l,2553 calle gaviota 92139
str-03551l,2184 caminito del barco 92014
str-00806l,3275 ocean front walk #7 92109
str-01583l,1724 32nd st 92102
str-05309l,3676 windswept ter 92130
str-00055l,3566 ethan allen ave 92117
str-01948l,1308 moraea st 92114
str-03367l,7256 la jolla blvd 92037
str-01989l,4520 ne 36th st #7 92116
str-00101l,724 redondo court 92109
str-00304l,756 york court 92109
str-02047l,720 san luis obispo pl #d 92109
str-05149l,4216 cleveland ave 92103
str-02067l,4279 mission blvd 92109
str-01835l,3696 bayside walk ln #4 92109
str-02139l,8124 camino del sol 92037
str-01318l,4330 mount abernathy ave 92117
str-04962l,4340 lerida dr 92115
str-03634l,4767 ocean blvd #611 92109
str-03152l,965 johnson ave 92103
str-03291l,925 havenhurst dr 92037
str-04818l,4885 frink ave 92117
str-00020l,7502 hillside dr 92037
str-02424l,538 w westbourne st 92037
str-03500l,719 jamaica court #a 92109
str-03254l,837 salem court 92109
str-04074l,717 chalcedony st #717 92109
str-01266l,3595 ray st 92104
str-04979l,6170 nelson st 92115
str-05181l,575 6th ave #402 92101
str-03694l,4640 del monte ave 92107
str-04712l,734 w salem court 92109
str-02217l,3751 ocean front walk #2 92109
str-01232l,2870 myrtle ave 92104
str-01406l,4936 del monte ave #1/2 92107
str-01672l,3449 ibis st 92103
str-02728l,6380 clara lee ave 92120
str-01751l,831 island court 92109
str-04722l,821 jersey court 92109
str-04378l,8384 la jolla shores dr 92037
str-01207l,3888 riviera dr #301 92109
str-00036l,3318 landis st 92104
str-01189l,3587 n ocean front walk 92109
str-02329l,753 island court 92109
str-01579l,860 isthmus court #3s 92109
str-00681l,3245 columbia st 92103
str-04761l,2626 strandway #a 92109
str-00262l,4112 kansas st 92104
str-01943l,3270 bayside walk 92109
str-04635l,3528 mission blvd #2 92109
str-05252l,2902 epaulette st 92123
str-04875l,1525 2nd ave #303 92101
str-04517l,4034 riviera dr 92109
str-02351l,4072 falcon st 92103
str-01933l,812 salem court 92109
str-00559l,2264 paseo dorado 92037
str-01201l,691 cedar st #b 92101
str-00532l,4767 ocean blvd diego ca 92109
str-03074l,725 redondo court #20 92109
str-01279l,443 pennsylvania ave 92103
str-00402l,3415 ocean front walk 92109
str-01128l,8425 n la jolla scenic drive n st 92037
str-04801l,3785 ocean front walk #2 92109
str-02580l,734 san luis rey pl 92109
str-02533l,1812 diamond st 92109
str-01252l,4775 coronado ave 92107
str-04501l,4559 narragansett ave 92107
str-04680l,1921 florida court 92104
str-05143l,3030 jarvis st #12 92106
str-05253l,3767 35th st 92104
str-04668l,2063 02nd ave 92101
str-04692l,1437 university ave #4 92103
str-03850l,4351 gila ave 92117
str-04009l,5306 channing st 92117
str-01915l,715 tangiers court 92109
str-04181l,843 beryl st 92109
str-05954l,2486 mango way 92014
str-00248l,4773 39th st 92116
str-02120l,1972 chalcedony st 92109
str-00290l,2921 denver st 92117
str-01376l,3537 ocean front walk 92109
str-01714l,2602 torrey pines rd #c 92037
str-01525l,4667 ocean blvd #203 92109
str-03381l,834 jamaica court #3 92109
str-02156l,3800 kendall st #2 92109
str-03345l,3512 strand wy 92109
str-04812l,3470 grogan cr 92154
str-05580l,2176 se irving ave 92113
str-05585l,7068 neptune pl 92037
str-04906l,809 capistrano pl 92109
str-05609l,3778 shasta st #a 92109
str-04025l,1277 cave st 92037
str-01340l,4525 point loma ave 92107
str-01598l,2082 catalina blvd 92107
str-02839l,7835 camino raposa 92122
str-04010l,4678 fargo ave 92117
str-03190l,732 deal court #a 92109
str-00067l,8121 n la jolla scenic dr n 92037
str-02015l,2847 ocean front walk 92109
str-00023l,4767 ocean blvd #310 92109
str-01133l,4937 bayard st 92109
str-04489l,624 missouri st 92109
str-04745l,935 hayes ave 92103
str-02990l,742 w isthmus court #742 92109
str-04180l,3514 central ave 92105
str-04571l,3110 udall st 92106
str-01175l,5068 brighton ave #1/2 92107
str-03594l,3043 ivy street st 92104
str-01051l,1251 parker pl #2j 92109
str-02290l,5936 la jolla hermosa ave 92037
str-03189l,2222 calle frescota 92037
str-00354l,3551 redwood st 92104
str-01545l,725 capistrano pl 92109
str-05549l,3553 bear dr 92103
str-02926l,3721 strandway 92109
str-03148l,1138 hornblend st 92109
str-01102l,4675 ramsay ave 92122
str-01912l,811 santa barbara pl 92109
str-02409l,3854 via del mar 92130
str-04493l,4289 lamont st 92109
str-02616l,1455 chalcedony st 92109
str-00461l,3111 emerson st 92106
str-02574l,3268 bayside walk 92109
str-00380l,3443 ocean front walk #b 92109
str-00528l,4767 ocean blvd #1107 92109
str-02045l,3775 ocean front walk 92109
str-01646l,4815 orchard ave 92107
str-01094l,4767 ocean blvd #1012 92109
str-01582l,834 santa barbara pl 92109
str-01238l,921 hornblend st 92109
str-00795l,717 venice court 92109
str-03249l,3424 state st 92103
str-03379l,834 jamaica court #2 92109
str-02384l,12828 harwick ln 92130
str-03130l,5020 muir ave 92107
str-03265l,3313 lincoln ave 92104
str-05854l,1671 diamond street #1673 92109
str-03705l,1057 grand ave 92109
str-00757l,735 1/2 verona court #1/2 92109
str-04092l,1251 parker pl #2g 92109
str-05544l,4343 banning st 92107
str-01275l,1405 grand ave 92109
str-03154l,1144 hornblend st 92109
str-04836l,4715 cape may ave 92107
str-01216l,2074 abbott st #1 92107
str-02172l,2999 ocean front walk #5 92109
str-01860l,1285 essex st 92103
str-00497l,3696 bayside walk #g 92109
str-03523l,741 dover court 92109
str-04603l,815 san juan pl 92109
str-05838l,5727 la jolla hermosa ave 92037
str-05862l,6716 n elman st 92111
str-05156l,717 4th ave #204 92101
str-04211l,3575 myrtle ave 92104
str-05889l,4561 massachusetts st 92116
str-00617l,727 san luis rey pl 92109
str-01555l,7946 calle de la plata 92037
str-02387l,680 w beech st #6 92101
str-04068l,3673 bayside ln 92109
str-05100l,4651 almayo ave 92117
str-05258l,1768 el paso real 92037
str-03865l,7241 florey st 92122
str-05994l,5856 trojan ave 92115
str-01623l,5642 dolphin pl 92037
str-02826l,813 manhattan court 92109
str-03428l,3763 ingraham st #304 92109
str-03805l,4584 georgia st #1 92116
str-04483l,435 coast blvd #202 92037
str-00003l,809 san rafael pl 92109
str-01026l,811 nantasket court #b 92109
str-02955l,3644 bancroft st 92104
str-01085l,419 palomar ave 92037
str-02868l,743 avalon court 92109
str-01226l,736 island court 92109
str-05002l,5112 saratoga ave #3 92107
str-00188l,3250 strandway 92109
str-05834l,1367 thomas ave ave #3 92109
str-05844l,2945 29th st 92104
str-00214l,1265 archer st 92109
str-02230l,822 san gabriel pl #103 92109
str-03183l,1724 ocean front st #2 92107
str-04519l,8373 el paseo grande 92037
str-02679l,4541 north ave 92116
str-01123l,1068 emerald st 92109
str-02009l,2305 boundary st 92104
str-01570l,723 isthmus court 92109
str-02527l,747 isthmus court 92109
str-04506l,1919 abbott st diego ca 92107
str-04500l,5131 west point loma blvd 92107
str-01199l,4767 ocean blvd #1010 92109
str-00273l,4333 maryland st 92103
str-04721l,145 w hawthorne st 92101
str-03036l,2464 f st #c 92102
str-02914l,2595 ocean front walk #7 92109
str-02925l,750 whiting court #2 92109
str-02010l,824 anacapa court 92109
str-00451l,4844 long branch ave 92107
str-04551l,4580 brighton ave 92107
str-05174l,7689 hillside dr 92037
str-05255l,4478 north ave 92116
str-05264l,3501 utah st 92104
str-04521l,1621 sunset cliffs blvd 92107
str-03779l,807 liverpool court 92109
str-04714l,2006 diamond st 92109
str-04321l,822 seagirt court 92109
str-01413l,4624 bermuda ave 92107
str-03341l,8014 la jolla shores dr 92037
str-05342l,1622 48th st 92102
str-01968l,2185 abbott st 92107
str-01297l,3950 marlesta dr 92111
str-04618l,3031 thorn st 92104
str-00190l,717 kennebeck court 92109
str-03601l,2226 avenida de la playa #b 92037
str-04907l,1525 kettner blvd #c 92101
str-00802l,816 balboa court 92109
str-01768l,3535 lark st 92103
str-03452l,691 cedar st #c 92101
str-01208l,2127 missouri st 92109
str-01324l,3670 collier ave 92116
str-01407l,1025 island ave #210 92101
str-04408l,1180 turquoise st 92109
str-04144l,2324 walmar ln 92109
str-03875l,826 emerald st #3 92109
str-02310l,3677 ocean front walk 92109
str-01248l,4766 muir ave 92107
str-00902l,625 marine st 92037
str-02439l,715 asbury court court #a 92109
str-03097l,702 verona court 92109
str-02771l,815 cohasset court 92109
str-04100l,1587 kettner blvd #b 92101
str-01988l,2179 caminito del barco 92014
str-03812l,3404 grim ave 92104
str-00068l,4767 ocean blvd #607 san diego 92109
str-00189l,2613 mission blvd #3 92109
str-01177l,2860 state st 92103
str-01325l,2642 arnott st 92110
str-04931l,1805 columbia st #303 92101
str-05155l,5121 1/2 brighton ave 92107
str-04422l,845 beryl #b 92109
str-05974l,826 ormond court 92109
str-02002l,4615 dawes st 92109
str-00571l,3477 ocean front walk 92109
str-04759l,2121 sunset cliffs blvd 92107
str-05933l,1041 cypress ave #1039 92103
str-05946l,67 19th st 92102
str-05973l,2567 c st 92102
str-04471l,2455 albatross st #b 92101
str-02767l,1608 india st #209 92101
str-04034l,901 candlelight pl 92037
str-02753l,3995 georgia st 92103
str-05557l,2250 india st #205 92101
str-01713l,2609 ocean front walk 92109
str-02366l,326 w kalmia st 92101
str-04054l,419 20th st 92102
str-01491l,8818 halsted st 92123
str-04423l,715 santa clara pl 92109
str-04490l,720 1/2 rockaway court 92109
str-00377l,3721 hemlock st 92113
str-04344l,815 1/2 san juan pl 92109
str-05841l,4420 swift ave 92116
str-00293l,4774 norma dr 92115
str-00395l,2320 cowley wy 92110
str-05978l,100 park pz #2201 92101
str-04780l,5026 auburn dr 92105
str-04272l,2656 juan st 92110
str-05962l,2808 bayside walk #e 92109
str-02309l,3681 ocean front walk 92109
str-00695l,1211 felspar st 92109
str-00844l,3333 ocean front walk #2 92109
str-00473l,719 yarmouth court 92109
str-00977l,722 whiting court 92109
str-02043l,4467 long branch ave 92107
str-01437l,1717 madison ave #1/2 92116
str-00151l,818 emerald st #4 92109
str-01031l,633 missouri st #17 92109
str-02074l,726 portsmouth court 92109
str-02287l,707 san rafael pl 92109
str-03326l,721 york court #3 92109
str-01145l,3168 k st 92102
str-04271l,820 santa clara pl 92109
str-00713l,9150 meadowrun wy 92129
str-04200l,427 milbrae st 92113
str-05850l,5504 trinidad wy 92114
str-04178l,3000 e st #c 92102
str-02810l,3857 ocean front walk 92109
str-05102l,1151 grand ave 92109
str-03470l,4878 santa monica ave #c 92107
str-05112l,717 4th ave #302 92101
str-04874l,3579 strand wy #b 92109
str-03170l,2935 a st 92102
str-02337l,3239 franklin ave 92113
str-02634l,4485 georgia 92116
str-05007l,929 opal st 92109
str-00643l,863 van nuys st 92109
str-02157l,3888 riviera dr #403 92109
str-03240l,837 island court ##2 92109
str-02611l,13030 via grimaldi 92014
str-02853l,7446 draper ave 92037
str-03348l,3282 bayside walk 92109
str-04505l,1919 abbott st diego ca 92107
str-05098l,2740 01st ave 92103
str-04793l,3579 bayside ln 92109
str-03093l,822 queenstown court 92109
str-01249l,832 pismo court 92109
str-05848l,10295 drumcliff ave 92126
str-03767l,4374 montalvo st #a 92107
str-05560l,201 bonair st #b 92037
str-02153l,4767 ocean blvd #910 92109
str-05622l,2532 haller st 92104
str-01605l,8666 capricorn wy 92126
str-04137l,5045 niagara ave #4 92107
str-04796l,610 chalcedony st #10 92109
str-04214l,616 prospect st jolla ca 92037
str-03796l,719 vanitie court 92109
str-00698l,828 23rd st 92102
str-02856l,2315 avenida de la playa 92037
str-03110l,13680 e via cima bella st 92129
str-06122l,6042 college ave 92120
str-06389l,10836 parkdale ave 92126
str-06397l,4357 4357 st #7 92104
str-06788l,4352 voltaire st 92107
str-00046l,4039 lamont st 92109
str-00087l,5058 saratoga ave #a 92107
str-01949l,2990 mission blvd #302 92109
str-04172l,3000 e st #b 92102
str-05072l,6672 electric ave 92037
str-00500l,710 yarmouth court 92109
str-00677l,5081 w point loma blvd 92107
str-00890l,3955 gresham st #4 92109
str-00289l,8038 la jolla shores dr 92037
str-03777l,4584 georgia st #6 92116
str-05555l,12674 carmel country rd #39 92130
str-03952l,3275 ocean front walk #1 92109
str-01358l,817 san gabriel pl 92109
str-01320l,720 pismo court 92109
str-00846l,2239 seaside st 92107
str-03375l,4109 03rd ave 92103
str-04367l,357 playa del sur st #2 92037
str-02668l,3952 aragon dr 92115
str-03675l,1952 galveston st 92110
str-05857l,1105 thomas ave 92109
str-05053l,1149 grand ave 92109
str-02854l,7411 olivetas ave 92037
str-02710l,721 coronado court 92109
str-04082l,1329 gertrude st 92110
str-05044l,1772 hornblend st 92109
str-05082l,2861 ocean front walk 92109
str-05196l,980 scott st 92106
str-05997l,1140 emerald st 92109
str-04394l,1079 sapphire st 92109
str-04687l,1043 law st 92109
str-03182l,3755 ocean walk #7 92109
str-04045l,625 law st 92109
str-02829l,820 isthmus court 92109
str-04409l,3314 mission blvd #3 92109
str-05001l,3785 ocean front walk #3 92109
str-04110l,241 ivy st diego ca 92101
str-03071l,1210 sea bird way 92154
str-03403l,4007 henry st 92103
str-03967l,3355 ocean front walk #a 92109
str-00893l,1145 30th st 92102
str-03585l,711 ensenada court 92109
str-01466l,8010 la jolla shores dr 92037
str-01283l,4935 santa cruz ave 92107
str-01290l,4948 brighton ave 92107
str-01878l,721 zanzibar court 92109
str-01569l,2990 mission blvd #202 92109
str-03315l,803 lido court 92109
str-05532l,2942 suncrest dr 92116
str-01758l,813 santa barbara pl 92109
str-04971l,3651 strandway #2 92109
str-01045l,428 w kalmia st 92101
str-01077l,720 archer st 92109
str-03032l,3750 bayside walk #4 92109
str-04988l,5112 saratoga ave #1 92107
str-02000l,6635 electric ave 92037
str-01585l,5288 soledad mountain rd 92109
str-02270l,3750 bayside walk #2 92109
str-01606l,4535 winona ave 92115
str-01636l,3434 villa trails #2 92104
str-01762l,1518 robinson ave 92103
str-00841l,324 belvedere st 92037
str-01350l,1409 opal st 92109
str-00769l,551 gravilla st 92037
str-03094l,1515 van buren ave 92103
str-03985l,2112 balboa ave #11 92109
str-01368l,878 tourmaline st 92109
str-05935l,5130 bayard st 92109
str-05952l,3437 vancouver ave 92104
str-05958l,4168 florida st 92104
str-05965l,4465 4465 ocean blvd #6 92109
str-03837l,6671 la jolla blvd 92037
str-01135l,825 redondo court 92109
str-02042l,3671 cowley wy 92117
str-04586l,3630 bayside ln #6 92109
str-00827l,825 jersey court 92109
str-04859l,3651 strandway #3 92109
str-00878l,1509 kettner blvd 92101
str-02866l,739 avalon court 92109
str-01592l,8173 paseo del ocaso 92037
str-03014l,3750 bayside walk #15 92109
str-04263l,719 sw coronado court court 92109
str-05239l,1636 cable st 92107
str-00828l,5021 caywood st 92117
str-05115l,3365 ocean front walk #1 92109
str-04426l,845 beryl #a 92109
str-05986l,5533 adobe falls rd #7 92120
str-00501l,3750 yosemite st 92109
str-03868l,4631 greene st 92107
str-03423l,316 w university ave 92103
str-00070l,4527 narragansett ave 92107
str-00505l,3526 bayside walk #2 92109
str-03090l,2111 w california st 92110
str-02451l,1667 logan ave 92113
str-04945l,3582 bayside ln 92109
str-05026l,708 1/5 liverpool court 92109
str-03595l,3011 talbot st 92106
str-02079l,809 deal court 92109
str-01711l,4735 newport ave 92107
str-02779l,818 1/3 santa barbara pl 92109
str-00598l,740 asbury court 92109
str-03711l,13800 boquita dr 92014
str-05831l,2618 wightman st 92104
str-01633l,420 pearl st 92037
str-04831l,811 san juan pl 92109
str-04198l,4126 highland ave 92105
str-00733l,1737 fort stockton dr 92103
str-04634l,4810 baylor dr 92115
str-04833l,2335 state st san diego 92101
str-03454l,2418 india st 92101
str-04740l,853 candlelight pl 92037
str-04963l,544 21st st 92102
str-01049l,5925 linda vista rd #1420 92110
str-01192l,5190 appleton st 92117
str-01528l,4134 narragansett ave 92107
str-02693l,449 westbourne st 92037
str-01022l,3275 ocean front walk #10 92109
str-01393l,4056 haines st 92109
str-05521l,6166 rockhurst dr 92120
str-05527l,13566 chaco court 92129
str-03598l,5076 35th st 92116
str-05206l,714 kingston court 92109
str-02539l,2990 mission blvd #201 92109
str-01237l,3760 31 st 92104
str-03197l,719 dover court 92109
str-02913l,3969 ocean #4 92109
str-00058l,4767 ocean blvd #1201 92109
str-04402l,802 el carmel pl #1 92109
str-03648l,5134 brighton ave 92107
str-03780l,1860 06th ave #203 92101
str-02610l,730 verona court 92109
str-02622l,813 sunset court 92109
str-05238l,3449 ocean front walk #2 92109
str-04933l,3578 1/2 bayside ln 92109
str-01250l,3041 mobley st 92123
str-01295l,3317 b st 92102
str-04437l,1824 westinghouse st 92111
str-03614l,2061 02nd ave 92101
str-05929l,1468 hornblend st #6 92109
str-05056l,1330 reed ave #3 92109
str-05931l,1468 hornblend st #8 92109
str-05966l,6421 carthage st 92120
str-05981l,100 park plaza #1503 92101
str-02703l,3251 ocean front walk 92109
str-00574l,4908 cape may ave 92107
str-02820l,805 manhattan court 92109
str-00870l,2613 mission blvd #5 92109
str-01486l,1351 hornblend st #2 92109
str-04434l,3314 mission blvd #7 92109
str-01003l,3584 33rd st 92104
str-00962l,802 dover court 92109
str-02545l,7420 vista del mar ave 92037
str-03970l,1769 san diego ave #5 92110
str-01274l,6135 daisy ave 92114
str-01453l,1882 sparks pl 92110
str-04743l,4733 felton st 92116
str-05210l,258 kolmar st 92037
str-03344l,3271 cabrillo mesa dr 92123
str-03383l,2101 abbott st #2103 92107
str-04510l,320 san elijo st 92106
str-03085l,2220 calle frescota 92037
str-01913l,7254 draper ave 92037
str-00160l,2753 wardlow ave 92154
str-05209l,3582 1/2 bayside ln 92109
str-02293l,3901 ocean front walk 92109
str-02109l,10976 pallon wy 92124
str-01215l,2074 abbott st #2 92107
str-02865l,737 avalon court 92109
str-03963l,4465 ocean blvd #9 92109
str-02046l,719 manhattan court 92109
str-01846l,4534 leon st 92107
str-02984l,3831 eagle st 92103
str-05631l,2065 reed ave 92109
str-00508l,1420 froude st 92107
str-01717l,725 redondo court #29 92109
str-04905l,1525 kettner blvd #b 92101
str-04982l,5228 cass st #2 92109
str-04966l,3343 bayside walk #c 92109
str-03213l,2999 nw ocean front walk #1 92109
str-04147l,3355 ocean front walk #b 92109
str-02098l,8016 la jolla shores dr 92037
str-03391l,2775 mission blvd 92109
str-03378l,834 jamaica court #1 92109
str-03521l,3943 sequoia st 92109
str-04914l,549 17th st 92101
str-03720l,8505 el paseo grande 92037
str-02557l,815 salem court 92109
str-01269l,1562 linwood st 92103
str-03256l,4981 crystal dr 92109
str-02164l,866 prospect st 92037
str-01478l,723 dover court 92109
str-04957l,843 candlelight pl 92037
str-05980l,4545 long branch ave 92107
str-05995l,100 park #1013 92101
str-06005l,4797 panorama dr 92116
str-00631l,7456 draper ave 92037
str-00706l,2015 harrison ave 92113
str-03747l,2757 hornblend st 92109
str-02114l,2691 ocean front walk 92109
str-05344l,3087 hawthorn st 92104
str-03284l,4174 wabash ave #c 92104
str-00153l,818 emerald st #2 92109
str-01987l,3661 ocean front walk 92109
str-04897l,3443 oceanfront walk #c 92109
str-01691l,4320 mission blvd #a 92109
str-04989l,5228 cass st #4 92109
str-01139l,811 kennebeck court 92109
str-02020l,2131 bacon st 92107
str-03153l,3251 highview dr 92104
str-01745l,1405 locust st 92106
str-00696l,1271 dorcas st 92110
str-03342l,707 portsmouth court 92109
str-03518l,6434 muirlands dr 92037
str-04350l,814 jamaica court 92109
str-02687l,4667 ocean #407 92109
str-01170l,4767 ocean blvd #812 92109
str-03156l,4667 ocean blvd #307 92109
str-03204l,814 ormond court #downstairs 92109
str-00660l,807 jersey court 92109
str-05271l,3366 mission blvd 92109
str-04573l,2014 harrison ave 92113
str-02176l,1837 locust st 92106
str-02327l,2526 congress st 92110
str-03020l,754 yarmouth court 92109
str-04723l,2738 1st ave 92103
str-01333l,11356 avenida del gato 92126
str-01729l,3753 oceanfront walk #1 92109
str-02297l,3261 ocean front walk #1b 92109
str-01330l,3351 apache ave 92117
str-06007l,2205 westland ave 92104
str-04514l,2812 poinsettia dr 92106
str-01870l,808 allerton court 92109
str-02850l,1401 pacific beach dr #21 92109
str-01815l,3543 ocean front walk 92109
str-02431l,337 rosemont st 92037
str-02765l,4021 georgia st #1 92103
str-04043l,828 ostend court 92109
str-00177l,3680 bayside walk 92109
str-01811l,7931 princess st 92037
str-05849l,888 w e st #1803 92101
str-03569l,1195 santa barbara st 92107
str-03473l,4917 voltaire st 92107
str-01680l,720 jersey court 92109
str-02650l,2087 bacon st 92107
str-04362l,1064 chalcedony st #c 92109
str-03814l,363 nautilus st #1/2 92037
str-03234l,2915 ulric street 92111
str-02452l,4924 73rd st 92115
str-03165l,732 jamaica court 92109
str-03903l,8809 stanwell st 92126
str-05853l,4979 w west point loma blvd #3/4 92107
str-02956l,1876 ebers st 92107
str-04667l,1278 pacific beach dr #5 92109
str-04401l,5238 la jolla blvd 92037
str-02344l,741 san fernando pl 92109
str-03872l,3266 copley ave 92116
str-04477l,5086 brighton ave 92107
str-04393l,1646 j st 92101
str-00269l,4114 kansas st 92104
str-01186l,4641 coconino wy 92117
str-01430l,12715 via donada #b 92014
str-04744l,3000 e st #e 92102
str-03914l,4928 santa monica ave 92107
str-05914l,130 29 st 92102
str-01099l,1025 e island ave ave #104 92101
str-03613l,6614 la jolla blvd 92037
str-05998l,1260 parker pl #3 92109
str-00563l,3486 bayside walk 92109
str-01268l,5336 calle vista 92109
str-05531l,3763 ingraham #303 92109
str-01566l,815 aspin court 92109
str-05922l,1468 hornblend st #2 92109
str-00547l,4425 illinois st #1 92116
str-03622l,805 san juan pl 92109
str-00337l,3745 mission beach blvd diego ca 92109
str-00239l,3266 bayside walk 92109
str-03388l,4152 illinois st 92104
str-05522l,6265 elder pl 92120
str-00875l,5162 gardena ave 92110
str-03194l,953 candlelight ln 92037
str-04779l,3291 bayside walk 92109
str-03353l,728 portsmouyh court 92109
str-02690l,6722 vista del mar ave #3 92037
str-02942l,4668 north ave 92116
str-02522l,2990 mission blvd #301 92109
str-02974l,1605 1/3 union st 92101
str-01202l,716 deal court 92109
str-01305l,810 ensenada court 92109
str-02588l,5646 chelsea ave 92037
str-02717l,845 la jolla rancho rd 92037
str-02872l,17868 valladares 92127
str-03735l,1358 pacific beach dr #b 92109
str-01429l,722 jamaica court 92109
str-04315l,963 diamond st 92109
str-04751l,2737 ocean front walk 92109
str-03534l,4525 kleefeld ave 92117
str-04662l,6426 lanston st 92117
str-00450l,1233 22nd st #9 92102
str-03540l,826 sunset court 92109
str-02934l,431 san antonio ave 92106
str-05540l,11430 westonhill dr 92126
str-00022l,2866 union st 92103
str-01576l,860 isthmus court #3n 92109
str-02529l,714 jersey court 92109
str-01724l,735 santa clara pl #3 92109
str-00989l,2714 imperial ave 92102
str-04470l,2554 55th st 92105
str-04035l,719 zanzibar court 92109
str-02676l,3550 bayside walk #102 92109
str-03360l,1011 sapphire st 92109
str-01336l,3321 ocean front walk 92109
str-01689l,715 asbury court #b 92109
str-03757l,2104 front st #2 92101
str-03638l,723 whiting court 92109
str-03794l,1860 06th ave #208 92101
str-00082l,4767 ocean blvd #1101 92109
str-04388l,1525 guy st 92103
str-02847l,750 whiting court #14 92109
str-04254l,3340 bayside ln 92109
str-03901l,3274 redwood st 92104
str-01311l,8575 la jolla shores dr 92037
str-04479l,3314 mission blvd #6 92109
str-05246l,2068 oriole st 92114
str-05256l,7701 eads ave 92037
str-04252l,3057 conner wy 92117
str-05920l,853 sapphire st 92109
str-04210l,805 liverpool court 92109
str-01970l,706 verona court 92109
str-02737l,3888 riviera dr #205 92109
str-04228l,5040 saratoga 92107
str-01224l,3425 mission blvd 92109
str-01632l,2808 bayside walk #f 92109
str-05643l,3880 shasta st #c3 92109
str-06374l,2371 jefferson st 92110
str-06388l,3657 kite st st 92103
str-06403l,2851 ivy st 92104
str-04515l,5156 w point loma blvd #2 92107
str-06691l,1612 moorland dr 92109
str-01341l,2121 spray st 92107
str-05911l,2643 hidden valley rd 92037
str-00007l,1555 minden dr 92111
str-05925l,1468 hornblend st #3 92109
str-05130l,1660 linwood st 92103
str-01631l,246 bonair st 92037
str-05989l,3510 n pershing ave ave 92104
str-02828l,818 isthmus court 92109
str-01187l,728 jamaica court 92109
str-01495l,2914 dale st 92104
str-00268l,8032 la jolla shores dr 92037
str-00495l,9361 ronda ave 92123
str-00368l,8389 el paseo grande 92037
str-01367l,833 jamaica court 92109
str-01537l,719 ormond court #b 92109
str-01354l,3540 bayside walk san diego 92109
str-04387l,735 windemere court 92109
str-01498l,506 21st st 92102
str-04495l,4003 gros ventre ave 92117
str-04746l,5920 soledad mountain rd 92037
str-05019l,1110 wilbur st 92109
str-02947l,1236 1236 thomas ave 92109
str-06000l,747 avalon court 92109
str-02652l,830 san luis rey pl 92109
str-00210l,5068 brighton ave 92107
str-04568l,4217 cleveland ave 92103
str-00573l,3916 mission blvd 92109
str-01147l,827 redondo court 92109
str-01280l,630 law st 92109
str-01016l,3275 ocean front walk #9 92109
str-00107l,818 emerald st #3 92109
str-01159l,8381 el paseo grande 92037
str-01092l,1083 sunset cliffs blvd 92107
str-00260l,3014 island ave 92102
str-00506l,3581 mission blvd 92109
str-04908l,1525 02nd ave #307 92101
str-01488l,2606 root st 92123
str-04772l,837 island court #1 92109
str-05984l,4136 falcon st 92103
str-05992l,812 w brookes ave 92103
str-01560l,3565 strandway 92109
str-00605l,4869 cape may ave 92107
str-00350l,819 nantasket court 92109
str-02301l,7465 draper ave 92037
str-02678l,2695 mission blvd 92109
str-01867l,2915 e juniper st 92104
str-03304l,714 isthmus court 92109
str-01962l,2131 union st 92101
str-02843l,1024 f st 92101
str-01079l,3853 narragansett ave 92107
str-05201l,3343 bayside walk #a 92109
str-04463l,3314 mission blvd #8 92109
str-00984l,725 jamaica court 92109
str-03313l,721 york court #2 92109
str-03047l,1440 n hotel cr #125 92108
str-05195l,4333 illinois st #506 92104
str-05541l,1785 knoxville st 92110
str-05553l,3590 curlew st 92103
str-01640l,3888 riviera dr #302 92109
str-04764l,919 braemar ln 92109
str-02269l,409 bonair st #1 92037
str-01073l,5628 la jolla blvd 92037
str-01086l,925 s coast blvd 92037
str-02430l,718 isthmus court 92109
str-04032l,2344 wilbur ave 92109
str-00975l,1641 crespo dr 92037
str-03459l,4837 mansfield st 92116
str-02770l,717 whiting court 92109
str-02889l,844 island court 92109
str-03243l,830 ormond court #4 92109
str-03303l,5770 madra ave 92120
str-02695l,711 tangiers court 92109
